,Date,temperature
240,1995-08-29,82.9
241,1995-08-30,83.1
242,1995-08-31,84.4
243,1995-09-01,86.9
244,1995-09-02,86.5
245,1995-09-03,86.2
246,1995-09-04,84.5
247,1995-09-05,85.7
248,1995-09-06,83.8
249,1995-09-07,81.7
250,1995-09-08,82.6
251,1995-09-09,82.0
252,1995-09-10,78.3
253,1995-09-11,79.1
254,1995-09-12,82.5
255,1995-09-13,84.1
256,1995-09-14,85.4
257,1995-09-15,86.7
258,1995-09-16,83.5
259,1995-09-17,83.0
260,1995-09-18,85.4
261,1995-09-19,86.2
262,1995-09-20,86.4
263,1995-09-21,83.2
264,1995-09-22,84.0
265,1995-09-23,86.1
266,1995-09-24,86.2
267,1995-09-25,87.3
268,1995-09-26,87.3
269,1995-09-27,82.8
270,1995-09-28,84.0
271,1995-09-29,83.2
272,1995-09-30,84.8
273,1995-10-01,81.8
274,1995-10-02,84.4
275,1995-10-03,83.7
276,1995-10-04,84.6
277,1995-10-05,78.3
278,1995-10-06,81.0
279,1995-10-07,81.2
280,1995-10-08,78.6
281,1995-10-09,79.7
282,1995-10-10,83.6
283,1995-10-11,81.9
284,1995-10-12,84.7
285,1995-10-13,84.7
286,1995-10-14,82.0
287,1995-10-15,80.2
288,1995-10-16,83.8
289,1995-10-17,83.6
290,1995-10-18,84.0
291,1995-10-19,82.8
292,1995-10-20,82.6
293,1995-10-21,84.1
294,1995-10-22,83.4
295,1995-10-23,81.3
296,1995-10-24,78.6
297,1995-10-25,81.4
298,1995-10-26,79.1
299,1995-10-27,80.8
300,1995-10-28,82.1
301,1995-10-29,80.9
302,1995-10-30,79.8
303,1995-10-31,81.8
304,1995-11-01,83.5
305,1995-11-02,84.3
306,1995-11-03,77.6
307,1995-11-04,77.3
308,1995-11-05,77.2
309,1995-11-06,79.9
310,1995-11-07,79.7
311,1995-11-08,77.1
312,1995-11-09,82.5
313,1995-11-10,83.6
314,1995-11-11,82.3
315,1995-11-12,82.7
316,1995-11-13,81.0
317,1995-11-14,79.8
318,1995-11-15,77.5
319,1995-11-16,79.6
320,1995-11-17,78.9
321,1995-11-18,79.6
322,1995-11-19,80.9
323,1995-11-20,80.2
324,1995-11-21,82.5
325,1995-11-22,82.6
326,1995-11-23,78.8
327,1995-11-24,79.9
328,1995-11-25,78.2
329,1995-11-26,80.0
330,1995-11-27,79.3
331,1995-11-28,79.6
332,1995-11-29,78.2
333,1995-11-30,78.3
334,1995-12-01,77.6
335,1995-12-02,78.4
336,1995-12-03,77.9
337,1995-12-04,77.9
338,1995-12-05,78.8
339,1995-12-06,78.5
340,1995-12-07,77.5
341,1995-12-08,76.8
342,1995-12-09,76.1
343,1995-12-10,75.9
344,1995-12-11,75.9
345,1995-12-12,76.0
346,1995-12-13,76.7
347,1995-12-14,75.9
348,1995-12-15,77.2
349,1995-12-16,76.3
350,1995-12-17,76.1
351,1995-12-18,76.3
352,1995-12-19,76.4
353,1995-12-20,76.8
354,1995-12-21,76.4
355,1995-12-22,76.5
356,1995-12-23,75.4
357,1995-12-24,74.9
358,1995-12-25,76.4
359,1995-12-26,76.7
360,1995-12-27,77.2
361,1995-12-28,77.6
362,1995-12-29,76.9
363,1995-12-30,77.3
364,1995-12-31,75.8
365,1996-01-01,78.1
366,1996-01-02,76.8
367,1996-01-03,74.9
368,1996-01-04,76.3
369,1996-01-05,75.6
370,1996-01-06,75.5
371,1996-01-07,76.0
372,1996-01-08,76.9
373,1996-01-09,75.9
374,1996-01-10,76.7
375,1996-01-11,76.1
376,1996-01-12,77.0
377,1996-01-13,76.8
378,1996-01-14,78.8
379,1996-01-15,78.2
380,1996-01-16,78.8
381,1996-01-17,76.5
382,1996-01-18,76.7
383,1996-01-19,76.2
384,1996-01-20,76.6
385,1996-01-21,76.8
386,1996-01-22,75.4
387,1996-01-23,78.7
388,1996-01-24,76.1
389,1996-01-25,72.9
390,1996-01-26,75.1
391,1996-01-27,76.1
392,1996-01-28,78.0
393,1996-01-29,77.0
394,1996-01-30,76.4
395,1996-01-31,77.6
396,1996-02-01,77.9
397,1996-02-02,77.8
398,1996-02-03,76.3
399,1996-02-04,76.7
400,1996-02-05,77.2
401,1996-02-06,78.9
402,1996-02-07,76.6
403,1996-02-08,77.3
404,1996-02-09,78.6
405,1996-02-10,79.5
406,1996-02-11,79.8
407,1996-02-12,80.1
408,1996-02-13,79.5
409,1996-02-14,79.0
410,1996-02-15,80.1
411,1996-02-16,78.1
412,1996-02-17,79.8
413,1996-02-18,79.6
414,1996-02-19,78.0
415,1996-02-20,79.4
416,1996-02-21,81.8
417,1996-02-22,82.5
418,1996-02-23,82.8
419,1996-02-24,80.7
420,1996-02-25,79.9
421,1996-02-26,79.5
422,1996-02-27,79.7
423,1996-02-28,79.4
424,1996-02-29,79.4
425,1996-03-01,80.2
426,1996-03-02,78.6
427,1996-03-03,76.4
428,1996-03-04,78.8
429,1996-03-05,80.0
430,1996-03-06,81.5
431,1996-03-07,83.0
432,1996-03-08,80.5
433,1996-03-09,80.7
434,1996-03-10,78.7
435,1996-03-11,79.9
436,1996-03-12,79.5
437,1996-03-13,77.8
438,1996-03-14,78.5
439,1996-03-15,79.5
440,1996-03-16,81.3
441,1996-03-17,82.0
442,1996-03-18,81.2
443,1996-03-19,81.8
444,1996-03-20,81.9
445,1996-03-21,82.8
446,1996-03-22,82.5
447,1996-03-23,83.5
448,1996-03-24,81.9
449,1996-03-25,83.0
450,1996-03-26,84.4
451,1996-03-27,85.9
452,1996-03-28,87.7
453,1996-03-29,85.8
454,1996-03-30,86.1
455,1996-03-31,86.4
456,1996-04-01,86.3
457,1996-04-02,86.8
458,1996-04-03,85.2
459,1996-04-04,86.2
460,1996-04-05,86.5
461,1996-04-06,83.5
462,1996-04-07,85.7
463,1996-04-08,85.7
464,1996-04-09,86.2
465,1996-04-10,87.4
466,1996-04-11,85.5
467,1996-04-12,84.3
468,1996-04-13,81.1
469,1996-04-14,81.7
470,1996-04-15,81.9
471,1996-04-16,82.9
472,1996-04-17,86.8
473,1996-04-18,86.4
474,1996-04-19,87.7
475,1996-04-20,87.4
476,1996-04-21,87.1
477,1996-04-22,88.7
478,1996-04-23,87.3
479,1996-04-24,87.8
480,1996-04-25,86.8
481,1996-04-26,87.0
482,1996-04-27,88.1
483,1996-04-28,90.1
484,1996-04-29,90.1
485,1996-04-30,91.6
486,1996-05-01,85.7
487,1996-05-02,89.7
488,1996-05-03,87.9
489,1996-05-04,89.4
490,1996-05-05,90.7
491,1996-05-06,89.5
492,1996-05-07,91.9
493,1996-05-08,93.1
494,1996-05-09,89.9
495,1996-05-10,92.7
496,1996-05-11,91.8
497,1996-05-12,91.4
498,1996-05-13,89.8
499,1996-05-14,91.2
500,1996-05-15,89.2
501,1996-05-16,90.6
502,1996-05-17,88.7
503,1996-05-18,88.1
504,1996-05-19,87.0
505,1996-05-20,88.5
506,1996-05-21,89.7
507,1996-05-22,88.3
508,1996-05-23,87.7
509,1996-05-24,90.2
510,1996-05-25,90.4
511,1996-05-26,90.3
512,1996-05-27,91.3
513,1996-05-28,90.6
514,1996-05-29,89.6
515,1996-05-30,89.2
516,1996-05-31,88.7
517,1996-06-01,88.2
518,1996-06-02,88.2
519,1996-06-03,90.4
520,1996-06-04,89.9
521,1996-06-05,89.5
522,1996-06-06,89.4
523,1996-06-07,89.5
524,1996-06-08,87.0
525,1996-06-09,86.6
526,1996-06-10,88.9
527,1996-06-11,88.0
528,1996-06-12,83.9
529,1996-06-13,76.4
530,1996-06-14,74.2
531,1996-06-15,78.8
532,1996-06-16,83.4
533,1996-06-17,86.0
534,1996-06-18,85.3
535,1996-06-19,86.3
536,1996-06-20,88.3
537,1996-06-21,85.3
538,1996-06-22,85.3
539,1996-06-23,88.8
540,1996-06-24,86.6
541,1996-06-25,88.0
542,1996-06-26,86.6
543,1996-06-27,85.5
544,1996-06-28,86.9
545,1996-06-29,86.5
546,1996-06-30,86.5
547,1996-07-01,87.8
548,1996-07-02,86.7
549,1996-07-03,87.2
550,1996-07-04,84.6
551,1996-07-05,86.9
552,1996-07-06,84.2
553,1996-07-07,84.3
554,1996-07-08,86.3
555,1996-07-09,84.3
556,1996-07-10,87.2
557,1996-07-11,86.3
558,1996-07-12,86.3
559,1996-07-13,86.7
560,1996-07-14,85.2
561,1996-07-15,85.0
562,1996-07-16,81.6
563,1996-07-17,78.6
564,1996-07-18,80.7
565,1996-07-19,82.9
566,1996-07-20,84.2
567,1996-07-21,83.9
568,1996-07-22,85.3
569,1996-07-23,86.9
570,1996-07-24,87.5
571,1996-07-25,86.5
572,1996-07-26,86.0
573,1996-07-27,86.8
574,1996-07-28,88.4
575,1996-07-29,87.6
576,1996-07-30,86.0
577,1996-07-31,86.4
578,1996-08-01,87.1
579,1996-08-02,86.6
580,1996-08-03,87.9
581,1996-08-04,88.3
582,1996-08-05,88.6
583,1996-08-06,87.4
584,1996-08-07,84.2
585,1996-08-08,86.7
586,1996-08-09,86.8
587,1996-08-10,85.4
588,1996-08-11,84.3
589,1996-08-12,84.9
590,1996-08-13,87.0
591,1996-08-14,87.9
592,1996-08-15,84.6
593,1996-08-16,82.6
594,1996-08-17,85.0
595,1996-08-18,84.2
596,1996-08-19,83.5
597,1996-08-20,84.7
598,1996-08-21,82.8
599,1996-08-22,84.1
600,1996-08-23,83.9
601,1996-08-24,85.9
602,1996-08-25,84.6
603,1996-08-26,86.5
604,1996-08-27,85.1
605,1996-08-28,86.2
606,1996-08-29,86.1
607,1996-08-30,88.1
608,1996-08-31,85.0
609,1996-09-01,82.0
610,1996-09-02,81.4
611,1996-09-03,81.8
612,1996-09-04,83.6
613,1996-09-05,82.3
614,1996-09-06,85.7
615,1996-09-07,84.6
616,1996-09-08,83.6
617,1996-09-09,83.9
618,1996-09-10,78.9
619,1996-09-11,78.1
620,1996-09-12,77.9
621,1996-09-13,83.5
622,1996-09-14,85.4
623,1996-09-15,84.7
624,1996-09-16,84.8
625,1996-09-17,85.2
626,1996-09-18,86.5
627,1996-09-19,86.7
628,1996-09-20,85.2
629,1996-09-21,84.3
630,1996-09-22,82.2
631,1996-09-23,80.7
632,1996-09-24,81.5
633,1996-09-25,83.2
634,1996-09-26,84.4
635,1996-09-27,84.3
636,1996-09-28,83.1
637,1996-09-29,84.3
638,1996-09-30,84.8
639,1996-10-01,81.4
640,1996-10-02,83.9
641,1996-10-03,84.0
642,1996-10-04,84.1
643,1996-10-05,85.4
644,1996-10-06,85.4
645,1996-10-07,84.8
646,1996-10-08,82.3
647,1996-10-09,78.2
648,1996-10-10,78.5
649,1996-10-11,79.6
650,1996-10-12,80.3
651,1996-10-13,80.4
652,1996-10-14,80.6
653,1996-10-15,79.5
654,1996-10-16,75.3
655,1996-10-17,76.0
656,1996-10-18,78.0
657,1996-10-19,82.2
658,1996-10-20,81.3
659,1996-10-21,80.1
660,1996-10-22,82.9
661,1996-10-23,82.1
662,1996-10-24,79.6
663,1996-10-25,84.3
664,1996-10-26,84.0
665,1996-10-27,83.7
666,1996-10-28,81.0
667,1996-10-29,82.0
668,1996-10-30,81.4
669,1996-10-31,80.7
670,1996-11-01,81.1
671,1996-11-02,81.8
672,1996-11-03,80.6
673,1996-11-04,79.5
674,1996-11-05,79.0
675,1996-11-06,80.4
676,1996-11-07,82.1
677,1996-11-08,82.6
678,1996-11-09,81.8
679,1996-11-10,81.5
680,1996-11-11,81.8
681,1996-11-12,82.6
682,1996-11-13,80.7
683,1996-11-14,80.8
684,1996-11-15,81.7
685,1996-11-16,81.5
686,1996-11-17,81.5
687,1996-11-18,76.0
688,1996-11-19,77.9
689,1996-11-20,78.9
690,1996-11-21,76.0
691,1996-11-22,75.9
692,1996-11-23,75.8
693,1996-11-24,79.4
694,1996-11-25,75.1
695,1996-11-26,75.9
696,1996-11-27,77.5
697,1996-11-28,78.6
698,1996-11-29,76.3
699,1996-11-30,76.0
700,1996-12-01,74.6
701,1996-12-02,74.5
702,1996-12-03,77.1
703,1996-12-04,80.2
704,1996-12-05,80.3
705,1996-12-06,77.1
706,1996-12-07,81.1
707,1996-12-08,75.9
708,1996-12-09,76.9
709,1996-12-10,76.1
710,1996-12-11,78.6
711,1996-12-12,74.4
712,1996-12-13,76.0
713,1996-12-14,75.8
714,1996-12-15,75.2
715,1996-12-16,77.8
716,1996-12-17,78.4
717,1996-12-18,76.5
718,1996-12-19,76.8
719,1996-12-20,77.5
720,1996-12-21,74.2
721,1996-12-22,76.1
722,1996-12-23,74.2
723,1996-12-24,74.6
724,1996-12-25,73.6
725,1996-12-26,76.2
726,1996-12-27,76.8
727,1996-12-28,76.8
728,1996-12-29,76.7
729,1996-12-30,76.5
730,1996-12-31,76.0
731,1997-01-01,76.4
732,1997-01-02,75.6
733,1997-01-03,74.5
734,1997-01-04,75.2
735,1997-01-05,75.7
736,1997-01-06,74.7
737,1997-01-07,74.6
738,1997-01-08,74.8
739,1997-01-09,77.5
740,1997-01-10,73.6
741,1997-01-11,76.6
742,1997-01-12,77.7
743,1997-01-13,79.0
744,1997-01-14,76.4
745,1997-01-15,75.4
746,1997-01-16,75.9
747,1997-01-17,77.4
748,1997-01-18,77.6
749,1997-01-19,75.6
750,1997-01-20,76.6
751,1997-01-21,79.4
752,1997-01-22,76.6
753,1997-01-23,75.9
754,1997-01-24,74.9
755,1997-01-25,76.3
756,1997-01-26,75.2
757,1997-01-27,75.9
758,1997-01-28,77.4
759,1997-01-29,75.2
760,1997-01-30,74.1
761,1997-01-31,72.5
762,1997-02-01,74.1
763,1997-02-02,76.0
764,1997-02-03,75.8
765,1997-02-04,80.0
766,1997-02-05,77.8
767,1997-02-06,78.1
768,1997-02-07,77.1
769,1997-02-08,77.7
770,1997-02-09,77.8
771,1997-02-10,78.5
772,1997-02-11,79.2
773,1997-02-12,79.3
774,1997-02-13,76.6
775,1997-02-14,78.7
776,1997-02-15,75.5
777,1997-02-16,76.4
778,1997-02-17,77.5
779,1997-02-18,75.7
780,1997-02-19,78.2
781,1997-02-20,80.7
782,1997-02-21,80.5
783,1997-02-22,80.7
784,1997-02-23,79.0
785,1997-02-24,80.1
786,1997-02-25,79.6
787,1997-02-26,77.3
788,1997-02-27,78.4
789,1997-02-28,78.7
790,1997-03-01,78.4
791,1997-03-02,79.5
792,1997-03-03,79.6
793,1997-03-04,77.8
794,1997-03-05,77.2
795,1997-03-06,78.7
796,1997-03-07,79.1
797,1997-03-08,81.0
798,1997-03-09,81.7
799,1997-03-10,81.9
800,1997-03-11,84.7
801,1997-03-12,82.6
802,1997-03-13,82.1
803,1997-03-14,84.4
804,1997-03-15,84.7
805,1997-03-16,85.3
806,1997-03-17,84.2
807,1997-03-18,84.0
808,1997-03-19,83.9
809,1997-03-20,83.6
810,1997-03-21,84.9
811,1997-03-22,87.2
812,1997-03-23,85.6
813,1997-03-24,84.1
814,1997-03-25,83.0
815,1997-03-26,82.2
816,1997-03-27,82.9
817,1997-03-28,83.6
818,1997-03-29,83.7
819,1997-03-30,83.5
820,1997-03-31,85.3
821,1997-04-01,85.4
822,1997-04-02,84.9
823,1997-04-03,84.7
824,1997-04-04,83.0
825,1997-04-05,83.2
826,1997-04-06,80.6
827,1997-04-07,83.6
828,1997-04-08,84.1
829,1997-04-09,86.7
830,1997-04-10,87.6
831,1997-04-11,86.4
832,1997-04-12,86.6
833,1997-04-13,88.3
834,1997-04-14,87.4
835,1997-04-15,86.5
836,1997-04-16,85.6
837,1997-04-17,85.0
838,1997-04-18,85.5
839,1997-04-19,84.3
840,1997-04-20,85.3
841,1997-04-21,84.3
842,1997-04-22,84.0
843,1997-04-23,84.6
844,1997-04-24,85.5
845,1997-04-25,86.5
846,1997-04-26,86.7
847,1997-04-27,86.3
848,1997-04-28,84.8
849,1997-04-29,86.5
850,1997-04-30,85.7
851,1997-05-01,84.3
852,1997-05-02,85.1
853,1997-05-03,85.0
854,1997-05-04,86.5
855,1997-05-05,85.9
856,1997-05-06,84.0
857,1997-05-07,85.6
858,1997-05-08,84.8
859,1997-05-09,85.3
860,1997-05-10,88.3
861,1997-05-11,87.0
862,1997-05-12,87.4
863,1997-05-13,87.4
864,1997-05-14,86.9
865,1997-05-15,87.6
866,1997-05-16,86.1
867,1997-05-17,90.4
868,1997-05-18,92.9
869,1997-05-19,93.1
870,1997-05-20,93.5
871,1997-05-21,90.3
872,1997-05-22,90.5
873,1997-05-23,91.8
874,1997-05-24,92.8
875,1997-05-25,91.2
876,1997-05-26,88.9
877,1997-05-27,90.1
878,1997-05-28,91.8
879,1997-05-29,93.7
880,1997-05-30,89.8
881,1997-05-31,92.7
882,1997-06-01,91.3
883,1997-06-02,90.3
884,1997-06-03,90.5
885,1997-06-04,91.1
886,1997-06-05,90.7
887,1997-06-06,88.1
888,1997-06-07,90.8
889,1997-06-08,90.2
890,1997-06-09,88.5
891,1997-06-10,86.6
892,1997-06-11,87.4
893,1997-06-12,87.2
894,1997-06-13,82.7
895,1997-06-14,85.9
896,1997-06-15,87.4
897,1997-06-16,89.8
898,1997-06-17,92.1
899,1997-06-18,91.8
900,1997-06-19,87.6
901,1997-06-20,89.4
902,1997-06-21,86.3
903,1997-06-22,90.7
904,1997-06-23,83.3
905,1997-06-24,86.7
906,1997-06-25,90.0
907,1997-06-26,91.1
908,1997-06-27,90.3
909,1997-06-28,92.6
910,1997-06-29,91.4
911,1997-06-30,90.8
912,1997-07-01,89.7
913,1997-07-02,91.8
914,1997-07-03,90.1
915,1997-07-04,89.8
916,1997-07-05,86.4
917,1997-07-06,87.0
918,1997-07-07,86.5
919,1997-07-08,84.2
920,1997-07-09,86.3
921,1997-07-10,89.5
922,1997-07-11,86.8
923,1997-07-12,90.2
924,1997-07-13,87.5
925,1997-07-14,89.7
926,1997-07-15,88.8
927,1997-07-16,88.9
928,1997-07-17,89.6
929,1997-07-18,88.0
930,1997-07-19,86.2
931,1997-07-20,87.8
932,1997-07-21,88.5
933,1997-07-22,88.1
934,1997-07-23,86.8
935,1997-07-24,84.9
936,1997-07-25,88.2
937,1997-07-26,88.1
938,1997-07-27,87.7
939,1997-07-28,87.6
940,1997-07-29,88.4
941,1997-07-30,88.1
942,1997-07-31,89.1
943,1997-08-01,89.8
944,1997-08-02,92.8
945,1997-08-03,88.6
946,1997-08-04,90.8
947,1997-08-05,91.3
948,1997-08-06,88.9
949,1997-08-07,87.8
950,1997-08-08,82.0
951,1997-08-09,84.7
952,1997-08-10,85.4
953,1997-08-11,86.0
954,1997-08-12,82.2
955,1997-08-13,81.5
956,1997-08-14,86.8
957,1997-08-15,84.3
958,1997-08-16,83.6
959,1997-08-17,83.8
960,1997-08-18,88.0
961,1997-08-19,89.5
962,1997-08-20,88.3
963,1997-08-21,88.8
964,1997-08-22,88.0
965,1997-08-23,92.0
966,1997-08-24,91.1
967,1997-08-25,92.5
968,1997-08-26,86.2
969,1997-08-27,88.0
970,1997-08-28,85.7
971,1997-08-29,87.8
972,1997-08-30,87.4
973,1997-08-31,86.8
974,1997-09-01,87.5
975,1997-09-02,86.8
976,1997-09-03,85.9
977,1997-09-04,86.5
978,1997-09-05,85.3
979,1997-09-06,85.6
980,1997-09-07,85.2
981,1997-09-08,81.7
982,1997-09-09,82.4
983,1997-09-10,86.5
984,1997-09-11,84.6
985,1997-09-12,85.5
986,1997-09-13,84.5
987,1997-09-14,79.7
988,1997-09-15,83.8
989,1997-09-16,85.3
990,1997-09-17,84.3
991,1997-09-18,85.9
992,1997-09-19,86.1
993,1997-09-20,84.2
994,1997-09-21,82.4
995,1997-09-22,80.4
996,1997-09-23,83.5
997,1997-09-24,85.2
998,1997-09-25,87.9
999,1997-09-26,84.3
1000,1997-09-27,85.8
1001,1997-09-28,85.5
1002,1997-09-29,83.2
1003,1997-09-30,84.8
1004,1997-10-01,81.7
1005,1997-10-02,82.3
1006,1997-10-03,82.5
1007,1997-10-04,81.5
1008,1997-10-05,82.1
1009,1997-10-06,82.0
1010,1997-10-07,84.1
1011,1997-10-08,83.1
1012,1997-10-09,84.3
1013,1997-10-10,84.1
1014,1997-10-11,83.8
1015,1997-10-12,83.8
1016,1997-10-13,82.8
1017,1997-10-14,85.1
1018,1997-10-15,86.4
1019,1997-10-16,83.8
1020,1997-10-17,80.7
1021,1997-10-18,82.4
1022,1997-10-19,84.0
1023,1997-10-20,83.0
1024,1997-10-21,77.8
1025,1997-10-22,81.2
1026,1997-10-23,82.1
1027,1997-10-24,81.8
1028,1997-10-25,81.6
1029,1997-10-26,79.6
1030,1997-10-27,79.9
1031,1997-10-28,80.4
1032,1997-10-29,78.8
1033,1997-10-30,77.2
1034,1997-10-31,79.0
1035,1997-11-01,79.4
1036,1997-11-02,77.7
1037,1997-11-03,75.5
1038,1997-11-04,76.4
1039,1997-11-05,78.5
1040,1997-11-06,77.3
1041,1997-11-07,76.4
1042,1997-11-08,77.9
1043,1997-11-09,80.3
1044,1997-11-10,81.3
1045,1997-11-11,80.5
1046,1997-11-12,81.8
1047,1997-11-13,80.6
1048,1997-11-14,79.6
1049,1997-11-15,77.7
1050,1997-11-16,77.0
1051,1997-11-17,75.4
1052,1997-11-18,78.5
1053,1997-11-19,77.4
1054,1997-11-20,79.3
1055,1997-11-21,80.1
1056,1997-11-22,81.5
1057,1997-11-23,78.7
1058,1997-11-24,79.6
1059,1997-11-25,78.9
1060,1997-11-26,79.4
1061,1997-11-27,76.8
1062,1997-11-28,78.3
1063,1997-11-29,81.3
1064,1997-11-30,81.1
1065,1997-12-01,81.0
1066,1997-12-02,80.5
1067,1997-12-03,81.5
1068,1997-12-04,79.0
1069,1997-12-05,76.0
